avg_monthly_hrs,department,last_evaluation,n_projects,salary,satisfaction,status,tenure,Agency,EmployeeName,age,rating,salary,fname,lname
294,,0.626464365,3,low,0.787255201,Left,4,"Charlottesville, Michigan",IRIS MARTIN LOPEZ,49,2.2,90366,IRIS,MARTIN
185,support,0.500867814,3,low,0.657353524,Employed,3,"Oshkosh, California",SHAMICA JACKSON,35,4.2,90360,SHAMICA,JACKSON
155,product,0.81514725,4,low,0.309794522,Employed,5,"Sunrise, California",PAMELA KNIGHT,22,4,90359,PAMELA,KNIGHT
200,information_technology,0.619681131,3,medium,0.994865844,Employed,2,"Santa Fe, California",ILEANA SAMANC,34,4.9,90355,ILEANA,SAMANC
246,sales,0.911057157,4,low,0.773665134,Left,5,"Avondale, New York",HINABEN DAVE,39,4.4,90353,HINABEN,DAVE
157,IT,0.867583228,3,low,0.496436595,Employed,3,"Port St. Lucie, California",JANSON MOND,25,4.7,90345,JANSON,MOND
269,sales,0.802620805,3,medium,0.77357831,Employed,3,"Clovis, Minnesota",ALICE LEE,23,4.9,90335,ALICE,LEE
177,sales,0.73556159,5,medium,0.638771397,Employed,2,"Weslaco, West Virginia",TAMRA KEEN,25,4.5,90335,TAMRA,KEEN
140,support,0.461144322,2,medium,0.431784414,Left,3,"Bartlett, California",TERESITA DASALLA,34,4.6,90335,TERESITA,DASALLA
273,product,0.747428457,4,low,1,Employed,2,"Kannapolis, Georgia",ROBERT DUGGAN,44,3.9,90333,ROBERT,DUGGAN
163,marketing,0.810411848,5,medium,0.858778489,Employed,3,"Oklahoma City, Minnesota",KENNETH NICHOLS,45,2.6,90322,KENNETH,NICHOLS
149,engineering,0.437580548,2,medium,0.359536154,Left,3,"Conroe, Virginia",ANTHONY CHEN,25,4,90320,ANTHONY,CHEN
157,product,0.433883642,2,medium,0.499493471,Left,3,"Flagstaff, Delaware",NENITA DELOS SANTOS,27,4.6,90319,NENITA,DELOS
286,sales,0.800265224,2,medium,0.51143408,Employed,6,"Tracy, Ohio",RICHARD SHUMARD,20,4.8,90317,RICHARD,SHUMARD
214,engineering,,4,low,0.516768696,Employed,3,"Spokane, California",MICHAEL CRUZ,27,4.3,90313,MICHAEL,CRUZ
146,sales,0.585968134,4,low,0.633906888,Employed,4,"Fall River, California",YI WU,25,4.7,90312,YI,WU
155,product,0.747088264,3,low,0.660246424,Employed,4,"San Jose, Florida",RONSON CHEONG,27,4,90312,RONSON,CHEONG
229,sales,0.90055316,3,low,0.942848863,Employed,3,"Broken Arrow, Ohio",CHI QUACH,21,4.7,90300,CHI,QUACH
169,support,0.683418397,3,high,1,Employed,3,"Lombard, Texas",KAREN OMALLEY,44,2.9,90292,KAREN,OMALLEY
217,support,0.990686779,5,medium,0.717499284,Left,6,"Federal Way, Illinois",JOSE BATTON,33,4.8,90291,JOSE,BATTON
129,support,0.890669745,4,medium,1,Employed,5,"Gary, Colorado",MARGIE FONG,37,4.6,90288,MARGIE,FONG
63,temp,,1,medium,,Left,,"Binghamton, Washington",ROLAND DITAN,20,4.6,90286,ROLAND,DITAN
304,sales,0.916593758,6,low,0.138117925,Left,4,"Littleton, Ohio",HUI GUO,37,4.9,90283,HUI,GUO
214,engineering,0.67951314,4,medium,0.482387837,Employed,3,"Berkeley, Wisconsin",MARTHA YANEZ,22,4.6,90283,MARTHA,YANEZ
219,engineering,0.791435375,5,low,0.126087296,Employed,4,"East Orange, Illinois",PINKY EVANGELISTA,36,4.7,90282,PINKY,EVANGELISTA
143,engineering,,2,medium,0.450295972,Left,3,"Glenview, North Carolina",GARY DONOHOE,37,4.9,90272,GARY,DONOHOE
181,,,3,low,0.843746865,Employed,3,"San Francisco, Massachusetts",VERGEL RONAS,44,1.6,90264,VERGEL,RONAS
278,management,0.48172402,4,medium,0.8384186,Employed,3,"Missoula, Kansas",LOGAN CLEVENGER,38,4.2,90260,LOGAN,CLEVENGER
234,marketing,0.728536033,3,medium,0.481906406,Employed,2,"San Rafael, North Carolina",HELEN VO,47,2.4,90251,HELEN,VO
163,engineering,0.610717548,4,low,0.642329767,Employed,3,"Allentown, California",KEVIN LANGLEY,32,4.6,90248,KEVIN,LANGLEY
109,IT,0.645521889,5,high,0.854256095,Employed,2,"Pittsburgh, Utah",EDGARDO VICTA,32,4.5,90246,EDGARDO,VICTA
139,product,0.870653969,4,high,0.979082316,Employed,2,"Jeffersonville, Wisconsin",PATRICIA ERWIN,45,2.3,90245,PATRICIA,ERWIN
154,engineering,0.85877126,5,medium,0.730601472,Employed,2,"Wheeling, Illinois",MONICA PEREIRA,36,4.8,90245,MONICA,PEREIRA
159,finance,0.961415587,3,medium,0.735084374,Employed,2,"Irvine, Colorado",ALYONIK HRUSHOW,25,4.9,90245,ALYONIK,HRUSHOW
148,support,0.510168079,2,low,0.364352483,Left,3,"Oakland Park, Texas",HILLARY RONEN,34,4.9,90245,HILLARY,RONEN
199,sales,0.815565299,5,medium,0.727308656,Employed,4,"Keizer, Washington",KATY TANG,37,4.6,90244,KATY,TANG
167,marketing,0.631391739,5,medium,0.173957571,Employed,7,"Weslaco, New Jersey",SHEILA CHUNG HAGEN,25,4.7,90244,SHEILA,CHUNG
236,,0.954779188,5,low,0.807370866,Left,5,"Palmdale, Minnesota",CAMELIN BLACKSTONE,47,1.2,90244,CAMELIN,BLACKSTONE
184,IT,0.857911912,5,low,0.773910401,Employed,3,"Ontario, Alabama",FRANCES HSIEH,32,4.6,90244,FRANCES,HSIEH
244,sales,0.653079941,4,low,0.793910675,Employed,2,"San Bernardino, California",JUDSON TRUE,45,1.3,90244,JUDSON,TRUE
130,marketing,0.484524251,2,low,0.447217309,Left,3,"St. Charles, California",KYLE LUNA,33,4,90239,KYLE,LUNA
151,product,,5,medium,0.995995469,Employed,3,"Detroit, Oklahoma",BARBARA GEIB,48,1.8,90228,BARBARA,GEIB
111,sales,0.568549485,6,low,0.854287259,Employed,6,"Jacksonville, Oklahoma",PEDRO CASANOVA,48,1.4,90218,PEDRO,CASANOVA
245,product,0.871648808,5,low,0.828721341,Left,5,"Corona, New Jersey",PIERRE PALAAD,27,4.6,90218,PIERRE,PALAAD
267,sales,0.8618691,4,medium,0.805895837,Left,5,"Rochester Hills, Minnesota",VIRGINIA CHEUNG,31,4.7,90216,VIRGINIA,CHEUNG
287,finance,0.870865883,6,medium,0.06960906,Left,4,"Portsmouth, Colorado",PAUL ATTARD,23,4.1,90215,PAUL,ATTARD
228,IT,0.810967801,4,high,0.952958239,Employed,4,"Midwest City, California",AUBURY RANDLE,44,2.6,90211,AUBURY,RANDLE
219,engineering,0.856268717,2,medium,0.60649343,Employed,2,"Elmhurst, Texas",BRYAN THOMASSON,24,4.2,90210,BRYAN,THOMASSON
158,finance,0.844273556,3,medium,0.66184687,Employed,3,"Ames, California",BRIANA MOORE-WIRROM,36,4.9,90207,BRIANA,MOORE-WIRROM
229,product,0.831175831,4,medium,0.185943198,Employed,4,"Phoenix, Texas",TOMMY BENFORD JR,31,4.8,90202,TOMMY,BENFORD
147,sales,0.516728678,4,low,0.633097181,Employed,10,"Richmond, Connecticut",PHOEBE EUSTIS,38,4.9,90201,PHOEBE,EUSTIS
212,sales,0.622518931,3,high,0.836145025,Employed,3,"Anaheim, Oregon",CHARLES BISESTO,33,4.3,90201,CHARLES,BISESTO
208,finance,0.699756351,4,low,0.476215656,Employed,5,"Salinas, Texas",MARC MASSARWEH,23,4.1,90201,MARC,MASSARWEH
259,engineering,,5,medium,0.689087535,Employed,3,"Lafayette, Arkansas",CHRISTOPHER ULRICH,20,4,90201,CHRISTOPHER,ULRICH
141,engineering,0.451822641,2,low,0.407523553,Left,3,"High Point, California",TERESITA TINA,39,4.3,90199,TERESITA,TINA
239,engineering,0.629906184,5,low,0.707799448,Employed,4,"Marietta, California",GEORGE ALUSKA,33,4.9,90197,GEORGE,ALUSKA
157,support,0.675937443,5,low,0.580983085,Employed,4,"Lafayette, California",TERRY OLIVER,42,2.2,90195,TERRY,OLIVER
271,support,0.842446416,5,low,0.090444307,Left,5,"Norwalk, California",ESTRELLA MACASPAC,21,4.5,90191,ESTRELLA,MACASPAC
207,engineering,1,4,medium,0.753554038,Employed,2,"Glenview, Georgia",JOANNA DHARMANI,21,4.8,90189,JOANNA,DHARMANI
141,engineering,0.472128267,2,medium,0.325472921,Left,3,"Fort Smith, California",KRISTINE CASIPIT,24,4.9,90187,KRISTINE,CASIPIT
270,sales,0.783125235,4,low,0.844297036,Left,5,"Omaha, Connecticut",PAUL LEINWAND,27,4.4,90178,PAUL,LEINWAND
259,sales,0.611600532,5,low,0.756747534,Employed,3,"Kingsport, Ohio",LETITIA LUNA,31,4.8,90178,LETITIA,LUNA
233,marketing,,4,high,0.800476755,Employed,2,"Rockwall, Wisconsin",SANDRA ZUNIGA,37,4.8,90174,SANDRA,ZUNIGA
269,engineering,0.736758858,5,low,0.662935819,Employed,3,"Blacksburg, Oregon",THERESA BONORA,22,4.7,90174,THERESA,BONORA
168,sales,0.602498028,6,high,1,Employed,5,"Danbury, Texas",DARRELL ANDREWS JR,22,4.7,90166,DARRELL,ANDREWS
154,support,0.604841576,2,medium,0.401025467,Left,3,"Hoover, Washington",ROSSENI DIZON,34,4.3,90163,ROSSENI,DIZON
184,sales,0.579097285,2,medium,0.645018417,Employed,3,"Antioch, Washington",REYMONT LY,39,4,90159,REYMONT,LY
140,sales,0.519034732,2,medium,0.423996638,Left,3,"Mission Viejo, California",TIMOTHY COTTER,36,4.9,90151,TIMOTHY,COTTER
192,engineering,0.547018438,4,low,0.622630993,Employed,3,"Lee's Summit, New York",JOHN LEAL,31,4.9,90144,JOHN,LEAL
121,engineering,0.772771854,4,low,0.489458747,Employed,5,"Joliet, California",RIGOBERTO GUITRON,37,4.8,90133,RIGOBERTO,GUITRON
168,engineering,0.540284546,3,medium,0.749381634,Employed,2,"Orlando, Texas",MELISSA ANN MCCLOUD,35,4.2,90130,MELISSA,ANN
127,sales,0.597759175,4,low,0.143126735,Employed,8,"Overland Park, Wisconsin",CHANCELLOR MATEO,24,4.9,90128,CHANCELLOR,MATEO
183,IT,0.537691178,4,low,0.521193875,Employed,3,"Santa Clara, Massachusetts",CRISTINA PALONE,24,4.2,90128,CRISTINA,PALONE
259,support,0.813778262,5,low,0.883301803,Left,5,"Taylorsville, California",CEDRIC GEETER,46,2.1,90123,CEDRIC,GEETER
144,product,0.472129388,2,low,0.380094983,Left,3,"Corvallis, North Carolina",ANDY NG,41,3.5,90122,ANDY,NG
258,IT,0.827997831,3,low,0.612377443,Employed,3,"Sumter, Texas",TAN NGUYEN,25,4.7,90119,TAN,NGUYEN
158,engineering,0.5313891,2,low,0.470484597,Left,3,"Santa Ana, California",MICHAEL ALDAPA,31,4.4,90119,MICHAEL,ALDAPA
121,,0.550256271,2,low,0.469758271,Employed,5,"Scranton, Louisiana",SANH TRAN,29,4.9,90116,SANH,TRAN
210,engineering,0.955836574,4,low,0.554472696,Employed,3,"Milford, California",PETER OSHEA,35,4.2,90115,PETER,OSHEA
242,sales,0.807379775,3,low,0.881285494,Employed,6,"Camarillo, California",RODNEY HENRY,27,4.1,90113,RODNEY,HENRY
273,product,0.790495449,4,low,0.727837654,Employed,4,"Burnsville, California",JACKY ZHAO,30,4.1,90100,JACKY,ZHAO
256,support,0.911942722,5,low,0.779850843,Left,5,"Arcadia, Georgia",ISRAEL TRIGUEROS-HERNAND,23,4.5,90099,ISRAEL,TRIGUEROS-HERNAND
273,management,0.72767269,7,low,0.166697935,Left,4,"Dunwoody, Ohio",THOMAS WILLIS JR,23,4.4,90097,THOMAS,WILLIS
145,sales,0.531618991,2,medium,0.379143963,Left,3,"Weslaco, Florida",WALLACE LEE,37,4.5,90092,WALLACE,LEE
243,engineering,0.590305614,3,medium,0.306482371,Employed,2,"Stamford, California",JOHN FORDHAM,35,4.4,90074,JOHN,FORDHAM
192,finance,0.547401855,3,medium,0.604670533,Employed,3,"New Brunswick, Pennsylvania",FRANCES ROHWER,25,4.8,90072,FRANCES,ROHWER
138,sales,0.402051817,4,low,0.291987426,Employed,4,"Tacoma, Illinois",LAFERNITA JENKINS,27,4.5,90069,LAFERNITA,JENKINS
138,sales,,4,high,0.103919499,Employed,3,"Albany, Arizona",ELLEN RIDGE-COOPER,36,4.2,90065,ELLEN,RIDGE-COOPER
258,,0.771906008,4,medium,0.915405921,Employed,2,"Dunwoody, Illinois",JOSEPH DER,30,4.2,90058,JOSEPH,DER
260,sales,0.897083766,4,medium,0.566886224,Employed,2,"Southaven, Texas",HENRY WONG,38,4.7,90057,HENRY,WONG
137,sales,0.648888859,4,medium,0.925078503,Employed,3,"Jacksonville, California",JON CAMACHO,41,2.9,90052,JON,CAMACHO
280,engineering,0.816946282,4,high,0.178987731,Employed,6,"Yonkers, Connecticut",ANGELI FATIM TAGARO,47,3.5,90050,ANGELI,FATIM
217,support,0.879172363,4,medium,0.773853326,Left,6,"Greeley, Washington",JOHNNIE WILLIAMS,23,4.1,90045,JOHNNIE,WILLIAMS
253,management,0.749849531,3,high,0.708264601,Employed,3,"McAllen, California",CHRISTINA GOETTE,46,2.4,90043,CHRISTINA,GOETTE
206,engineering,0.835228837,6,medium,0.594842662,Employed,6,"Janesville, Indiana",MARK HALL,36,4.8,90040,MARK,HALL
191,marketing,,4,medium,0.380337921,Employed,2,"Chelsea, Florida",MICHAEL SORINI,28,4,90037,MICHAEL,SORINI
162,IT,0.774765731,3,high,0.599631079,Employed,2,"Belleville, Texas",PATRICK LEUNG,20,4.4,90021,PATRICK,LEUNG
182,sales,,3,low,0.599962654,Employed,2,"Strongsville, Georgia",HUGH LOUTENSOCK,39,4,90002,HUGH,LOUTENSOCK
223,sales,0.59524888,5,low,0.857215138,Employed,3,"Mansfield, Texas",DEBERA TAYLOR,25,4,90000,DEBERA,TAYLOR
292,sales,0.764843985,6,medium,0.148584696,Left,4,"Dover, North Dakota",JAMES SONCUYA,43,3.8,89988,JAMES,SONCUYA
168,engineering,,4,low,0.714431146,Employed,3,"Lubbock, Florida",JAMES TUPAS,35,4.3,89978,JAMES,TUPAS
215,sales,0.591860778,4,low,0.591568346,Employed,2,"New Bedford, Texas",CYNTHIA ULLMANN,47,3.1,89965,CYNTHIA,ULLMANN
193,engineering,0.803746881,5,high,0.917416632,Employed,4,"Costa Mesa, Florida",NANCY BALLARD,40,1.2,89965,NANCY,BALLARD
178,engineering,0.743453283,3,low,0.191850095,Employed,3,"Roseville, Illinois",SALVADOR MARTINEZ,43,2.4,89962,SALVADOR,MARTINEZ
143,support,0.776198908,5,medium,0.538103833,Employed,5,"Rockville, Florida",PAUL RENZI,27,4,89959,PAUL,RENZI
236,engineering,0.978723171,3,medium,0.172567,Employed,3,"Columbia, Iowa",CHUCK MOCK,47,3.2,89952,CHUCK,MOCK
191,engineering,0.881360772,3,low,0.711844375,Employed,4,"Augusta-Richmond County, California",JAMES IRVING,23,4.5,89949,JAMES,IRVING
212,engineering,0.598742072,2,medium,0.814787234,Employed,2,"Gainesville, Texas",ROSS SHIMABUKURO,28,4.5,89936,ROSS,SHIMABUKURO
255,IT,0.977084893,3,low,0.951893142,Employed,3,"Edina, Illinois",MARY JANE HUDSON,22,4.8,89920,MARY,JANE
259,engineering,0.876943427,6,medium,0.078789038,Left,4,"Commerce City, California",CORAZON ESTIVA,48,1.9,89916,CORAZON,ESTIVA
272,sales,0.799187584,5,low,0.20781705,Employed,2,"La Crosse, Florida",MAY CHAN,26,4.5,89911,MAY,CHAN
192,marketing,0.759710576,3,low,0.615641413,Employed,3,"Fontana, Florida",SCOTT BROADY,33,4.4,89896,SCOTT,BROADY
151,sales,0.51506155,2,low,0.364744157,Left,3,"Panama City, Tennessee",CELINE LEUNG,35,4.2,89896,CELINE,LEUNG
181,sales,0.580317339,4,medium,0.830063438,Employed,2,"Spartanburg, Florida",MARY SCANLAN,44,1.5,89894,MARY,SCANLAN
167,,,3,low,0.928461275,Employed,3,"Weymouth Town, Florida",ORLANDO GOMEZ,42,1.4,89893,ORLANDO,GOMEZ
239,sales,0.859589455,5,low,0.807596406,Left,5,"Ames, Missouri",GARRY COWARD,43,2.6,89893,GARRY,COWARD
277,engineering,0.978015677,6,low,0.145738957,Left,5,"Pacifica, New Hampshire",YVONNE MOORE,45,1.1,89880,YVONNE,MOORE
212,sales,0.601091873,6,medium,0.896396418,Employed,2,"Plainfield, California",CAROL KROP,29,4.2,89878,CAROL,KROP
191,IT,0.624027972,3,high,0.537310197,Employed,3,"Glendora, California",MARK LA POINT,23,4.1,89878,MARK,LA
168,support,0.525300817,4,low,0.505610043,Employed,8,"Berkeley, Ohio",PILAR BUSTOS,23,4.6,89877,PILAR,BUSTOS
160,product,0.491377477,3,medium,0.521366402,Employed,3,"Knoxville, Alabama",LORETTA DOWELL,38,4.1,89872,LORETTA,DOWELL
244,engineering,0.686772955,5,low,0.879975492,Employed,2,"Hollywood, Washington",KENNETH GEE,43,3,89871,KENNETH,GEE
277,IT,0.958933682,2,medium,0.77060482,Left,3,"Waterloo, California",MATTHEW MATTIAS,38,4.5,89869,MATTHEW,MATTIAS
239,sales,0.877824351,2,medium,1,Employed,6,"Sandy, California",JANINE TIRADO,48,3.9,89859,JANINE,TIRADO
114,support,0.846138479,6,high,0.735802675,Employed,4,"Huntington Beach, Illinois",LEE MOST,29,4.3,89853,LEE,MOST
183,marketing,0.577495303,4,low,1,Employed,3,"Springfield, Arizona",LAURA CROSS,43,1.7,89852,LAURA,CROSS
137,,0.571708538,3,medium,0.712354395,Employed,3,"Upland, Minnesota",DONALD REED,49,1.7,89852,DONALD,REED
230,engineering,0.515942347,4,medium,0.701417366,Employed,3,"Gresham, Arizona",RODGER TIDBALL,40,1.9,89842,RODGER,TIDBALL
260,engineering,0.884551601,6,medium,0.405578858,Employed,3,"Kansas City, Florida",TIMOTHY WILLIAMS,42,2.1,89841,TIMOTHY,WILLIAMS
100,sales,0.676394239,6,medium,0.2809878,Employed,4,"Dubuque, Alabama",BYRON SANTIZO,21,4.5,89839,BYRON,SANTIZO
243,engineering,0.711227664,5,low,0.830001339,Employed,2,"Cape Coral, New Jersey",YELENA ZALKINA,33,4.6,89838,YELENA,ZALKINA
222,product,0.939337447,5,low,0.814844871,Left,6,"Duluth, Rhode Island",LOLITA SALINAS,36,4.9,89829,LOLITA,SALINAS
128,engineering,0.495993524,2,medium,0.447345576,Left,3,"Vacaville, Texas",FRANCIS CHIN,42,3.8,89827,FRANCIS,CHIN
235,engineering,0.658330803,3,low,0.836560325,Employed,10,"Mesa, Massachusetts",LARISA ROSTRAN-NAVARRO,23,4,89825,LARISA,ROSTRAN-NAVARRO
273,support,0.527794816,2,low,0.946442221,Employed,3,"Mansfield, Virginia",WENDY LOW,45,2.4,89824,WENDY,LOW
142,engineering,0.839474888,4,high,0.98221429,Employed,10,"Dunwoody, California",JENNIFER COFFEY,32,4.9,89823,JENNIFER,COFFEY
157,sales,,2,low,0.437279263,Left,3,"Puyallup, California",MOLLY STUMP,47,2.6,89823,MOLLY,STUMP
244,support,0.92965769,7,low,0.116044848,Left,4,"Suffolk, North Carolina",YLONDA CALLOWAY,25,4.5,89823,YLONDA,CALLOWAY
226,sales,0.860300963,4,medium,0.790596706,Left,5,"Brookfield, Indiana",LARRY CHATMON,31,4.1,89823,LARRY,CHATMON
134,engineering,0.41155364,2,medium,0.435726716,Left,3,"Fort Smith, South Carolina",ALBERT DEGUZMAN,28,4.4,89822,ALBERT,DEGUZMAN
179,,0.588933757,5,low,0.4124177,Employed,5,"Louisville/Jefferson County, Ohio",STEVEN DWYER,40,2.6,89817,STEVEN,DWYER
235,sales,0.760609399,4,medium,0.920799037,Employed,6,"Fremont, North Dakota",JASIM ALJADER,37,4.2,89815,JASIM,ALJADER
129,sales,0.554484946,2,low,0.452822777,Left,3,"Coral Springs, Washington",CHERRIE DOMINGUEZ,42,1.5,89813,CHERRIE,DOMINGUEZ
142,sales,0.875330895,3,medium,0.961843912,Employed,4,"Lawton, Illinois",MALIA COHEN,33,4.2,89810,MALIA,COHEN
164,support,0.548967495,3,low,0.695223657,Employed,6,"Moreno Valley, Washington",MARK FARRELL,28,4.6,89810,MARK,FARRELL
243,sales,0.64255015,3,low,0.705704344,Employed,3,"Saginaw, North Carolina",JANE KIM,26,4.8,89810,JANE,KIM
156,support,0.639751084,5,medium,0.66447304,Employed,2,"Southaven, Wisconsin",RICARDO MONTENEGRO,43,3,89810,RICARDO,MONTENEGRO
233,sales,0.803133829,6,low,0.805274608,Employed,6,"Des Moines, Washington",COLIN LETTICE,36,4,89808,COLIN,LETTICE
218,marketing,0.56248347,4,medium,0.285758512,Employed,5,"Hanover Park, Illinois",ANDREW MURRELL,46,3.5,89807,ANDREW,MURRELL
229,management,1,5,low,0.730708142,Left,5,"Lewisville, Michigan",SAMUEL HARRISON,48,3.2,89806,SAMUEL,HARRISON
262,engineering,0.961219231,5,low,0.853950492,Left,5,"Bend, Massachusetts",DAMIAN DAVIS,49,2.3,89806,DAMIAN,DAVIS
164,sales,0.516957267,3,medium,0.715521337,Employed,7,"Beverly, Texas",NAPOLEON CALIMLIM,41,3.1,89806,NAPOLEON,CALIMLIM
142,sales,,2,low,0.4390112,Left,3,"Port St. Lucie, Nebraska",HABIB RAJABALI,49,2.2,89806,HABIB,RAJABALI
258,sales,1,2,medium,0.957386175,Employed,3,"Lakewood, Florida",LUIS TRELLES,29,4.5,89806,LUIS,TRELLES
156,support,0.814877107,4,low,0.734529012,Employed,2,"Conway, Texas",KEVIN DAY,30,4.5,89806,KEVIN,DAY
141,sales,0.716308463,4,low,0.298746342,Left,2,"Escondido, Minnesota",TERESA CLAVERIA,21,4.5,89806,TERESA,CLAVERIA
147,product,0.568672097,2,medium,0.402472261,Left,3,"Brookfield, Oregon",JOEL UCHI,29,4.1,89806,JOEL,UCHI
194,sales,0.71934261,5,medium,0.922843448,Employed,4,"Bridgeport, North Carolina",DIMITRIOS STAVRAKIS,30,4.6,89806,DIMITRIOS,STAVRAKIS
130,sales,0.523649547,2,low,0.401023014,Left,3,"South Bend, Montana",SHIRLEY CHO,37,4.1,89806,SHIRLEY,CHO
297,,0.86067626,6,medium,0.064418238,Left,4,"Troy, Pennsylvania",JEAN BOTRO,21,4,89806,JEAN,BOTRO
218,finance,0.709826933,3,medium,0.951329969,Employed,3,"Coral Springs, North Carolina",ELEANOR TANG,42,2.8,89806,ELEANOR,TANG
271,sales,0.857754408,5,low,0.145625526,Left,4,"Dunwoody, California",ABDELMONIEM ABDELSALAM,20,4.3,89806,ABDELMONIEM,ABDELSALAM
214,management,0.518390368,4,medium,0.762576382,Employed,3,"Brentwood, Utah",WILLIAM BULKLEY,21,4.8,89806,WILLIAM,BULKLEY
243,sales,0.929090046,3,medium,0.656203909,Employed,3,"Madera, Ohio",JOSE CALLE,44,1.9,89806,JOSE,CALLE
135,support,0.453758599,2,low,0.368156157,Left,3,"Ocoee, Arizona",THET MAUNG,32,4.4,89806,THET,MAUNG
139,engineering,0.43198775,2,low,0.454706091,Left,3,"Surprise, Florida",RAMAN SINGH,36,4.2,89806,RAMAN,SINGH
230,product,0.634194167,3,low,0.737685471,Employed,2,"Salem, Ohio",DENNIS CONRAD,31,4.3,89806,DENNIS,CONRAD
196,procurement,0.670573058,3,low,0.53969071,Employed,3,"Asheville, California",EDISON CAYABYAB,31,4.9,89806,EDISON,CAYABYAB
255,support,0.978825213,5,medium,0.948763829,Employed,4,"Clovis, Nevada",CHARLES OZUMBA,38,4.4,89806,CHARLES,OZUMBA
185,support,0.590048252,5,low,1,Employed,2,"Columbia, Illinois",WILLIAM NG,29,4.1,89806,WILLIAM,NG
155,sales,0.593172102,3,low,0.532490523,Employed,3,"Hemet, New York",ERMIE BARRIENTOS,25,4.5,89806,ERMIE,BARRIENTOS
190,sales,0.630348598,3,medium,0.61371439,Employed,10,"Glendale, Indiana",ERIC OMOKARO,29,4.1,89806,ERIC,OMOKARO
218,management,0.753331271,3,medium,0.460528801,Left,4,"Bloomington, Massachusetts",KAUMIL PARGHI,28,4.5,89806,KAUMIL,PARGHI
179,sales,0.864800174,3,medium,0.92509792,Employed,2,"Fall River, Kansas",SIMON CHAN,46,3.7,89806,SIMON,CHAN
251,engineering,0.995348176,4,low,0.975061169,Left,6,"Bentonville, California",KYAW OO,45,1.5,89806,KYAW,OO
157,engineering,0.953805733,3,medium,0.857656303,Employed,2,"Redondo Beach, Florida",ROGERIO BITTENCOURT,29,4.6,89806,ROGERIO,BITTENCOURT
169,IT,0.881782422,4,medium,0.61282544,Employed,6,"Crystal Lake, North Carolina",NICHOLAS ANCEL,41,2.1,89806,NICHOLAS,ANCEL
229,marketing,,3,low,0.637902895,Employed,3,"Covina, California",EDGAR PIMENTEL COBAQUIL,42,2.4,89806,EDGAR,PIMENTEL
228,support,0.823687802,4,low,0.802836129,Left,5,"Chino Hills, Florida",LAWRENCE HENRIQUEZ,29,4,89806,LAWRENCE,HENRIQUEZ
260,sales,0.880018964,4,low,0.922970389,Employed,3,"Schenectady, California",HOLLY CHAN,49,3.2,89806,HOLLY,CHAN
148,IT,0.826260557,3,low,0.779964015,Employed,3,"Thousand Oaks, California",DANNIE WONG,27,4,89806,DANNIE,WONG
158,engineering,0.47739425,2,low,0.460323036,Left,3,"Aliso Viejo, California",MARIO VALDEZ,47,3.7,89806,MARIO,VALDEZ
214,management,0.521914549,4,medium,0.695050045,Employed,3,"Rohnert Park, Colorado",DERRICK CHAN,32,4.3,89806,DERRICK,CHAN
270,sales,0.962238053,2,low,0.927656638,Employed,4,"Farmington Hills, Connecticut",ERIK CHAN,30,4.3,89806,ERIK,CHAN
200,IT,0.77835559,4,medium,0.615454809,Employed,3,"Culver City, Idaho",HUA MEI,37,4.4,89806,HUA,MEI
129,support,0.490169042,2,low,0.381074802,Left,3,"Bellflower, New Jersey",BIMAYENDRA SHRESTHA,42,2.1,89806,BIMAYENDRA,SHRESTHA
269,sales,0.99444515,3,medium,0.65798948,Employed,3,"South Jordan, Oregon",CYRIL VELASQUEZ,23,4.4,89806,CYRIL,VELASQUEZ
275,IT,0.578774808,3,high,0.581680272,Employed,2,"San Clemente, Minnesota",ROBIN HO,31,4,89805,ROBIN,HO
238,sales,,2,low,0.944709811,Employed,2,"Largo, Mississippi",ALFONZIA HARPER,24,4.1,89802,ALFONZIA,HARPER
217,marketing,0.935453233,6,medium,0.200058441,Employed,6,"Southaven, California",DIEU AU,47,3.7,89786,DIEU,AU
135,management,0.901557781,5,medium,0.721724934,Employed,3,"Beverly, Washington",ARTHUR JABALLA,33,4.8,89785,ARTHUR,JABALLA
247,management,0.921809142,4,medium,0.955862206,Employed,2,"Columbia, California",ALAN LANE,21,4.7,89770,ALAN,LANE
140,sales,0.449662615,4,low,0.990810127,Employed,3,"Portsmouth, Indiana",DANIEL CAVAN,34,4.8,89769,DANIEL,CAVAN
208,management,0.564080183,4,high,0.940906822,Employed,7,"New Britain, California",MATTHEW SPANO,36,4.4,89762,MATTHEW,SPANO
187,sales,0.864755358,3,low,0.978128163,Employed,2,"Ormond Beach, Florida",NEIL MILITANTE,38,4.6,89760,NEIL,MILITANTE
148,product,0.977732671,5,low,0.991643604,Employed,3,"Dallas, Florida",DAVID SOLORZANO JR,34,4.9,89755,DAVID,SOLORZANO
233,support,0.775184581,4,low,0.812547117,Left,4,"Greenville, Washington",ALFREDA LEDBETTER,39,4.3,89747,ALFREDA,LEDBETTER
217,management,0.607654397,5,high,0.851811161,Employed,3,"Kent, California",CINDY WU,48,1,89739,CINDY,WU
193,sales,0.879149457,4,medium,0.710450197,Employed,3,"Augusta-Richmond County, California",JOHN TAM,45,2.7,89738,JOHN,TAM
